date,ticker,pnl,equity
2021-01-05,DD,-0.02,0.98
2021-01-06,ALB,0.15,1.127
2021-01-06,CDNS,-0.02,1.10446
2021-01-07,DD,0.15,1.2701289999999998
2021-01-07,FCX,0.15,1.4606483499999996
2021-01-07,MSTR,0.15,1.6797456024999995
2021-01-08,ALB,-0.02,1.6461506904499994
2021-01-08,AVY,-0.02,1.6132276766409994
2021-01-08,BG,-0.02,1.5809631231081793
2021-01-08,CAT,-0.02,1.5493438606460157
2021-01-08,DOW,-0.02,1.5183569834330954
2021-01-08,ETN,-0.02,1.4879898437644334
2021-01-08,FCX,-0.02,1.4582300468891447
2021-01-08,J,-0.02,1.4290654459513619
2021-01-08,MOS,-0.02,1.4004841370323347
2021-01-08,NUE,-0.02,1.372474454291688
2021-01-08,STLD,-0.02,1.3450249652058541
2021-01-08,STZ,-0.02,1.318124465901737
2021-01-08,SYF,-0.02,1.2917619765837023
2021-01-08,TT,-0.02,1.2659267370520282
2021-01-08,URI,-0.02,1.2406082023109877
2021-01-08,WBD,-0.02,1.215796038264768
2021-01-11,CRH,-0.02,1.1914801174994725
2021-01-11,HUBB,-0.02,1.167650515149483
2021-01-11,JCI,-0.02,1.1442975048464932
2021-01-11,LYB,-0.02,1.1214115547495633
2021-01-11,MSTR,-0.02,1.098983323654572
2021-01-11,ALB,-0.02,1.0770036571814807
2021-01-11,COR,-0.02,1.055463584037851
2021-01-11,CRH,-0.02,1.034354312357094
2021-01-11,FFIV,-0.02,1.013667226109952
2021-01-11,IBKR,-0.02,0.9933938815877529
2021-01-11,MCHP,-0.02,0.9735260039559978
2021-01-11,MSTR,-0.02,0.9540554838768778
2021-01-11,MU,-0.02,0.9349743741993402
2021-01-11,SMCI,-0.02,0.9162748867153533
2021-01-11,STZ,-0.02,0.8979493889810463
2021-01-11,SYF,-0.02,0.8799904012014254
2021-01-12,DD,0.15,1.011988961381639
2021-01-12,LIN,-0.02,0.9917491821540063
2021-01-12,RVTY,-0.02,0.9719141985109262
2021-01-12,SYK,-0.02,0.9524759145407077
2021-01-12,UNP,-0.02,0.9334263962498935
2021-01-13,FIX,-0.02,0.9147578683248957
2021-01-13,MLM,-0.02,0.8964627109583978
2021-01-13,UNH,-0.02,0.8785334567392298
2021-01-13,XYL,-0.02,0.8609627876044451
2021-01-14,CRH,-0.02,0.8437435318523562
2021-01-14,AMD,-0.02,0.826868661215309
2021-01-14,COHR,-0.02,0.8103312879910028
2021-01-14,GM,-0.02,0.7941246622311827
2021-01-14,UBER,-0.02,0.7782421689865591
2021-01-15,RVTY,-0.02,0.7626773256068279
2021-01-15,HCA,-0.02,0.7474237790946913
2021-01-15,VMC,-0.02,0.7324753035127974
2021-01-15,MCK,-0.02,0.7178257974425415
2021-01-15,XYL,-0.02,0.7034692814936907
2021-01-15,HLT,-0.02,0.6893998958638169
2021-01-15,AXON,0.15,0.7928098802433894
2021-01-15,ALNY,-0.02,0.7769536826385216
2021-01-15,COO,-0.02,0.7614146089857512
2021-01-15,PNR,-0.02,0.7461863168060362
2021-01-19,TGT,-0.02,0.7312625904699155
2021-01-19,HWM,-0.02,0.7166373386605172
2021-01-19,PSKY,-0.02,0.7023045918873068
2021-01-20,AXON,0.15,0.8076502806704027
2021-01-20,ZBH,-0.02,0.7914972750569946
2021-01-20,CMI,-0.02,0.7756673295558547
2021-01-20,JPM,-0.02,0.7601539829647376
2021-01-21,ASML,0.15,0.8741770804094482
2021-01-21,ASML,0.15,1.0053036424708655
2021-01-21,MNST,-0.02,0.9851975696214481
2021-01-21,F,0.15,1.1329772050646651
2021-01-21,GM,0.15,1.3029237858243647
2021-01-21,F,0.15,1.4983623536980193
2021-01-21,LYV,-0.02,1.4683951066240588
2021-01-21,MRVL,-0.02,1.4390272044915775
2021-01-21,VRT,-0.02,1.4102466604017458
2021-01-22,MS,-0.02,1.3820417271937109
2021-01-22,CAT,-0.02,1.3544008926498365
2021-01-22,NDAQ,-0.02,1.3273128747968397
2021-01-22,TROW,-0.02,1.300766617300903
2021-01-22,AXON,-0.02,1.2747512849548848
2021-01-22,IVZ,-0.02,1.249256259255787
2021-01-22,JBHT,-0.02,1.2242711340706711
2021-01-22,NFLX,-0.02,1.1997857113892576
2021-01-22,ON,-0.02,1.1757899971614725
2021-01-22,VRT,-0.02,1.152274197218243
2021-01-25,FITB,-0.02,1.1292287132738783
2021-01-25,GS,-0.02,1.1066441390084008
2021-01-25,SCHW,-0.02,1.0845112562282326
2021-01-25,WBD,0.15,1.2471879446624674
2021-01-25,ADI,-0.02,1.2222441857692181
2021-01-25,PH,-0.02,1.1977993020538338
2021-01-25,LLY,0.15,1.3774691973619086
2021-01-25,WSM,0.15,1.584089576966195
2021-01-25,WSM,0.15,1.821703013511124
2021-01-25,F,-0.02,1.7852689532409016
2021-01-25,F,-0.02,1.7495635741760835
2021-01-25,NFLX,-0.02,1.714572302692562
2021-01-25,TRV,-0.02,1.6802808566387106
2021-01-26,IBKR,-0.02,1.6466752395059363
2021-01-26,LLY,0.15,1.8936765254318266
2021-01-26,PODD,-0.02,1.85580299492319
2021-01-26,AXON,0.15,2.1341734441616684
2021-01-26,TECH,-0.02,2.091489975278435
2021-01-26,PCAR,-0.02,2.0496601757728663
2021-01-26,PCAR,-0.02,2.008666972257409
2021-01-27,MU,-0.02,1.9684936328122609
2021-01-27,TPR,-0.02,1.9291237601560156
2021-01-27,ALB,-0.02,1.8905412849528953
2021-01-27,AVY,-0.02,1.8527304592538374
2021-01-27,MU,-0.02,1.8156758500687606
2021-01-27,PKG,-0.02,1.7793623330673853
2021-01-27,TRMB,-0.02,1.7437750864060375
2021-01-27,DE,-0.02,1.7088995846779167
2021-01-27,TECH,-0.02,1.6747215929843584
2021-01-27,TRMB,-0.02,1.6412271611246712
2021-01-27,ALNY,-0.02,1.6084026179021778
2021-01-27,ON,-0.02,1.576234565544134
2021-01-27,PODD,-0.02,1.5447098742332515
2021-01-27,AMAT,-0.02,1.5138156767485864
2021-01-27,GM,-0.02,1.4835393632136147
2021-01-27,KLAC,-0.02,1.4538685759493424
2021-01-27,ASML,-0.02,1.4247912044303555
2021-01-27,GOOGL,-0.02,1.3962953803417484
